"Date","Dialog_Turn","Discussion_Id","Post_Counter","Quote_Author","Quote_Id","Quote_Text","Response_Author","Response_Id","Response_Text","Subtopic","Time","Topic","Word_Count"
"12-09-2006",2,"9298","11","Bassman","242724","So what!! America's economy is dynamic, not static. The problem arises when unions, with their outdated mentalities, make US companies either close up or move. It's called profit & loss, Matthew. But I guess since you've been spoon-fed Socialism, you have no understanding of basic economics. Bunk! Oil is also sold on the commodities markets. Wrong again! We have not had an attack on US soil in five years since 9/11 and numerous terror plots have been thwarted. I bet you won't sing the same tune when we get bitchslapped by Islamofascist scumbags who are hell-bent on the destruction of the entire West. Wrong yet again, looks like your batting averege is .000 Matty. The problem is that America got away from The Standard of right and wrong. No, I'm a long term (and supporting) member there as well and I'm saying you wouldn't last five minutes there.","Matthew S","242733","I didn't mention unions did I? If you add a tarriff to the price of a good to make up for lower wages payed in the other country. Make it not worth moving jobs out. It is a simple soultion. I take you have never lost your job to outsourcing or downsizing? Yes but where is the market physically located? Can you prove that? Besides lets look at this from a gay perspective To be ""bitchslapped by Islamofascist scumbags"" or to be bitchslapped by christofascist scumbags humm I do not see a difference. Either way gay people loose. The problem is that reactionary conservatives never learn. If we had not made them angry in the first place we would not have been attacked. If you mess with a hornets nest expect to stung. Right now we are making things worse by staying in a place where we are not wanted. Oh I see so you want to dictate your standard to the rest of us? The only moral value anyone should ever follow is Do no harm to others and live and let live. In short every thing you want to do is permissable as long as it doesn't violate those two rules. Then why do you not use your own advice since I have seen you admonished dseveral times by others for you generalizations, and redirection.","my-magic-wand","07:39 PM","government-debates","247"
"12-09-2006",2,"9298","12","Matthew S","242733","I didn't mention unions did I? If you add a tarriff to the price of a good to make up for lower wages payed in the other country. Make it not worth moving jobs out. It is a simple soultion. I take you have never lost your job to outsourcing or downsizing? Oh I see so you want to dictate your standard to the rest of us? The only moral value anyone should ever follow is Do no harm to others and live and let live. In short every thing you want to do is permissable as long as it doesn't violate those two rules.","Bassman","242734","No, but I do know what it's like to be out of work. It is not the Government's responsibility to provid you with a job, it is exclusively your own responsibility to get up off your kiester and either go back to school or go out and look for a job. And if the job doesn't pay well?? See above Actually no, Violating the moral Law of G-d is sin, and sexual conduct clearly falls under that purview.","my-magic-wand","07:52 PM","government-debates","86"
"12-11-2006",3,"9298","23","Matthew S","242859","You missunderstand I do think that basic human freedoms are too important to let people vote on them. I am not one of those people that thinks everything should be voted on. My point with this is to let those people know that once you open that door everything including their religious freedom can be voted away by the majority. Those that push for a vote on my civil rights do not understand that it could be their civil rights that are voted away tomorrow. LOl either way the sheep is still eaten.","Bassman","242942","Matthew, you're dead wrong, as usual.","my-magic-wand","10:57 PM","government-debates","9"
"12-11-2006",3,"9298","24","Bassman","242942","Matthew, you're dead wrong, as usual.","Matthew S","242945","Care to elaborate? How am I wrong? Do you believe that civil rights should be put to a vote? Nevermind of course you do.","my-magic-wand","11:04 PM","government-debates","28"
"12-12-2006",3,"9298","26","Matthew S","242945","Care to elaborate? How am I wrong? Do you believe that civil rights should be put to a vote? Nevermind of course you do.","Bassman","242955","No, but I do believe in equal rights, not special rights","my-magic-wand","12:23 AM","government-debates","13"
"12-12-2006",3,"9298","27","Bassman","242955","No, but I do believe in equal rights, not special rights","Matthew S","242963","What are these so called ""special rights""? Let's see you can marry the person of your chioce but not me. Sounds like you have a special right. I can be fired from my job because of who I am while you can not. Sounds like you have a special right. You and your female partner can go out and jointly adopt a child in several states gay people can not. Sounds like you have a special right. Up until several years ago I could have been are arested and thrown in jail for have sex with the person of my choice while you would not have been. Sounds like you have a spscial right. Humm I see your point you are only protecting your special rights.","my-magic-wand","07:22 AM","government-debates","138"
"12-12-2006",3,"9298","28","Matthew S","242963","What are these so called ""special rights""? Let's see you can marry the person of your chioce but not me. Sounds like you have a special right. I can be fired from my job because of who I am while you can not. Sounds like you have a special right. You and your female partner can go out and jointly adopt a child in several states gay people can not. Sounds like you have a special right. Up until several years ago I could have been are arested and thrown in jail for have sex with the person of my choice while you would not have been. Sounds like you have a spscial right. Humm I see your point you are only protecting your special rights.","Bassman","242970","So can you, but the person must be of the opposite gender. Ummm, no. Federal and state laws prohibit that. Big freakin' deal! Reason: Sodomy is an unhealthy and destructive practice. Strawman.","my-magic-wand","08:26 AM","government-debates","42"
"12-12-2006",3,"9298","33","Bassman","242970","So can you, but the person must be of the opposite gender. Ummm, no. Federal and state laws prohibit that. Big freakin' deal! Reason: Sodomy is an unhealthy and destructive practice. Strawman.","Matthew S","243030","Utter nonsence heterosexuals have special rights and you know that to be true. You do not want gay people to have the same rights as heterosexuals. You believe that you are better then gay people because you are heterosexual. You want to keep marriage a heterosexual institution hence you as a heterosexual want special rights.","my-magic-wand","03:25 PM","government-debates","59"
"12-12-2006",3,"9298","34","Matthew S","243030","Utter nonsence heterosexuals have special rights and you know that to be true. You do not want gay people to have the same rights as heterosexuals. You believe that you are better then gay people because you are heterosexual. You want to keep marriage a heterosexual institution hence you as a heterosexual want special rights.","Bassman","243049","Matthew we can go back and forth about this all day. But I'm going to settle it right now! Marriage, by definition, is a monogamous union between one man, and one woman, period! There is no heterosexual ""privilege"" here. This is the truth, which you categorically deny because it contradicts your lifestyle! The posts you make, berating evangelicals, bemoaning traditional marriage, seeking to oppress anyone and everyone (re. the majority) who disagrees with you is childish, to put it mildly. You're more interested in the here and now rather than the long trerm consequensces of your decisions and actions.","my-magic-wand","04:27 PM","government-debates","120"
"12-12-2006",3,"9298","37","Bassman","243049","Matthew we can go back and forth about this all day. But I'm going to settle it right now! Marriage, by definition, is a monogamous union between one man, and one woman, period! There is no heterosexual ""privilege"" here. priv&#183;i&#183;lege (prv-lj, prvlj) n. 1. a. A special advantage, immunity, permission, right, or benefit granted to or enjoyed by an individual, class, or caste. See Synonyms at right. b. Such an advantage, immunity, or right held as a prerogative of status or rank, and exercised to the exclusion or detriment of others. 2. The principle of granting and maintaining a special right or immunity: a society based on privilege. 3. Law The right to privileged communication in a confidential relationship, as between client and attorney, patient and physician, or communicant and priest. 4. An option to buy or sell a stock, including put, call, spread, and straddle. tr.v. priv&#183;i&#183;leged, priv&#183;i&#183;leg&#183;ing, priv&#183;i&#183;leg&#183;es 1. To grant a privilege to. 2. To free or exempt. This is the truth, which you categorically deny because it contradicts your lifestyle! The posts you make, berating evangelicals, bemoaning traditional marriage, seeking to oppress anyone and everyone (re. the majority) who disagrees with you is childish, to put it mildly. You're more interested in the here and now rather than the long trerm consequensces of your decisions and actions.","Matthew S","243064","Not acording to Abraham, Jacob, David Solomon or the other founders of ancient Isreal. Yes there is; you want marriage restricted to opposite sex couples. You want to exclude gay people from marriage. Thus maintianing your heterosexual privledge the deffintion from this site http://www.thefreedictionary.com/privilege Yet you have yet to prove how gay marriage harms any one in any way. Yes evangelical christians want to oppress gay people. They take something from me I get to take something from them.","my-magic-wand","05:20 PM","government-debates","88"
