"Date","Dialog_Turn","Discussion_Id","Post_Counter","Quote_Author","Quote_Id","Quote_Text","Response_Author","Response_Id","Response_Text","Subtopic","Time","Topic","Word_Count"
"05-29-2011",2,"15012","51","gansao","430986","Another idiotic post. Christian Buddhists accept Christ as an enlightened one without recognising his divinity( or any divinity). Not Christian as you see it but Christian all the same..there are some CHRISTIANS who doubt that Christ was devine. Can you chew gum and fart at the same time? I doubt it. You wouldnt know a true Buddhist if you fell over one","Xcaliber","430997","Then that would make them something other than a Christian, perhaps a Diest.. I suppose you would know all about Buddhism given the fact that you continuously defend your ""GOD"" .. oh wait.. You don't know XXXX about Buddhism. True Buddhism cannot and would not support ID/Creation .. You're simply wrong, live with it and stop acting like your buddy EZ.","most-id-supporters-not-creationists","10:00 AM","creation-intelligent-design-vs-evolution","71"
"05-29-2011",2,"15012","54","Xcaliber","430997","Then that would make them something other than a Christian, perhaps a Diest.. I suppose you would know all about Buddhism given the fact that you continuously defend your ""GOD"" .. oh wait.. You don't know XXXX about Buddhism. True Buddhism cannot and would not support ID/Creation .. You're simply wrong, live with it and stop acting like your buddy EZ.","gansao","431001","Nope, if you follow what you think is christ's teachings even if they are not what is tradtionally accepted as Christian you can by definition call yourself a christian. A buddhist who concentates on the teachings of a supposed buddha..in this case christ..could by definition call themselves a buddhist christian or a christian buddhist. You have demonstrated that you not only do not understand Christianity or buddhism you do not understand English either. YOU are far closer to the character of EZ that you throw around as an insult to others. So stop being like your fantasy EZ and start using your brain cell. Hows your greek mythology study going?Still dont understand it ?lol You keep linking id with creationists..stop being like your fantasy buddy EZ","most-id-supporters-not-creationists","10:14 AM","creation-intelligent-design-vs-evolution","141"
"05-29-2011",2,"15012","59","gansao","431001","Nope, if you follow what you think is christ's teachings even if they are not what is tradtionally accepted as Christian you can by definition call yourself a christian. A buddhist who concentates on the teachings of a supposed buddha..in this case christ..could by definition call themselves a buddhist christian or a christian buddhist. You have demonstrated that you not only do not understand Christianity or buddhism you do not understand English either. YOU are far closer to the character of EZ that you throw around as an insult to others. So stop being like your fantasy EZ and start using your brain cell. Hows your greek mythology study going?Still dont understand it ?lol You keep linking id with creationists..stop being like your fantasy buddy EZ You keep linking id with creationists.","Xcaliber","431008","lol.. doesn't matter how many times you try to explain it , You're still wrong. ID was born out of Creationism.. I don't have to link what is evident to anyone with a brain.","most-id-supporters-not-creationists","10:41 AM","creation-intelligent-design-vs-evolution","38"
"05-29-2011",2,"15012","60","Xcaliber","431008","lol.. doesn't matter how many times you try to explain it , You're still wrong. ID was born out of Creationism.. I don't have to link what is evident to anyone with a brain.","gansao","431009","So your argumet is that I am wrong because you say Im wrong...just like your fantasy buddy .","most-id-supporters-not-creationists","10:50 AM","creation-intelligent-design-vs-evolution","20"
"05-29-2011",2,"15012","61","gansao","431009","So your argumet is that I am wrong because you say Im wrong...just like your fantasy buddy .","Xcaliber","431010","no, you're wrong just because you're wrong. I just happen to agree with the the fact that you're wrong. You should feel better now knowing you and your buddy EZ have something in common.","most-id-supporters-not-creationists","10:55 AM","creation-intelligent-design-vs-evolution","38"
"05-29-2011",2,"15012","63","Xcaliber","431010","no, you're wrong just because you're wrong. I just happen to agree with the the fact that you're wrong. You should feel better now knowing you and your buddy EZ have something in common.","gansao","431012","Wriiten by Xcaliber 6 1/2 years old lol","most-id-supporters-not-creationists","10:58 AM","creation-intelligent-design-vs-evolution","8"
"05-29-2011",2,"15012","65","gansao","431012","Wriiten by Xcaliber 6 1/2 years old lol","Xcaliber","431014","I see your frustration level is rising. Does it really hurt that much to be an Ignorant Fool?..","most-id-supporters-not-creationists","11:08 AM","creation-intelligent-design-vs-evolution","21"
"05-29-2011",2,"15012","67","Xcaliber","431014","I see your frustration level is rising. Does it really hurt that much to be an Ignorant Fool?..","gansao","431016","You should know, you have the experience","most-id-supporters-not-creationists","11:19 AM","creation-intelligent-design-vs-evolution","8"
"05-29-2011",2,"15012","68","gansao","431016","You should know, you have the experience","Xcaliber","431018","You have me mixed up with someone else.. I've not been ignorant since I opened my eyes to reality and stopped living in a world of delusion... Unfortunately you haven't evolved to this level as of yet, you're still stuck in the world of delusion... Frustrating ain't it....","most-id-supporters-not-creationists","12:17 PM","creation-intelligent-design-vs-evolution","53"
"05-29-2011",3,"15012","56","Xcaliber","430998","Uh no Podunk, he doesn't fit the definition of an ID'er because he doesn't believe in creation. They are one and the same after-all.. You of all should know, you've been attempting to Separate Creationism from Intelligent Design but so far have not been able to do so.","gansao","431003","Xcaliber thinks an IDer is whatever he thinks it is. Just like his fantasy buddy EZ","most-id-supporters-not-creationists","10:19 AM","creation-intelligent-design-vs-evolution","17"
"05-29-2011",3,"15012","58","gansao","431003","Xcaliber thinks an IDer is whatever he thinks it is. Just like his fantasy buddy EZ","Xcaliber","431006","No an Id'er is what it is, a neo-Creationist who is tired of losing the battle with Science. ID is Creation.. I didn't make that up idiot.","most-id-supporters-not-creationists","10:38 AM","creation-intelligent-design-vs-evolution","31"
"05-29-2011",3,"15012","62","Xcaliber","431006","No an Id'er is what it is, a neo-Creationist who is tired of losing the battle with Science. ID is Creation.. I didn't make that up idiot.","gansao","431011","You are the idiot because you cant get beyond your default definition. It doesnt matter if the idea of ID without a creator god is preposterous, that in itself it does not exclude the idea of a creatorless notion of ID.","most-id-supporters-not-creationists","10:56 AM","creation-intelligent-design-vs-evolution","44"
"05-29-2011",3,"15012","64","gansao","431011","You are the idiot because you cant get beyond your default definition. It doesnt matter if the idea of ID without a creator god is preposterous, that in itself it does not exclude the idea of a creatorless notion of ID.","Xcaliber","431013","It's not my definition of ID.. that is just a fact you refuse to acknowledge. So why don't you enlighten us all with your brilliance and tell us exactly how you would explain Intelligent Design without the use of a Intelligent Designer/Creator... And you call ME stupid? that's Hilarious...","most-id-supporters-not-creationists","11:05 AM","creation-intelligent-design-vs-evolution","56"
"05-29-2011",3,"15012","66","Xcaliber","431013","It's not my definition of ID.. that is just a fact you refuse to acknowledge. So why don't you enlighten us all with your brilliance and tell us exactly how you would explain Intelligent Design without the use of a Intelligent Designer/Creator... And you call ME stupid? that's Hilarious...","gansao","431015","If you look at the notion of samsara and karma then evolution must be a contolled phenomenon. The intelligence would be inate insofar as the laws of karma always produces a logical (and calculated) reaction to any action. Samsara would accommodate the continuous cycle of life where the laws of karma operate Is this too complex for you? An truly infinite universe negates the existence of a creator god anyway","most-id-supporters-not-creationists","11:18 AM","creation-intelligent-design-vs-evolution","75"
"05-29-2011",3,"15012","69","gansao","431015","If you look at the notion of samsara and karma then evolution must be a contolled phenomenon. The intelligence would be inate insofar as the laws of karma always produces a logical (and calculated) reaction to any action. Samsara would accommodate the continuous cycle of life where the laws of karma operate Is this too complex for you? An truly infinite universe negates the existence of a creator god anyway","Xcaliber","431019","Keep telling yourself that.. It won't become any more real but if it keeps you busy And makes you feel good oh well....","most-id-supporters-not-creationists","12:18 PM","creation-intelligent-design-vs-evolution","25"
"05-29-2011",3,"15012","77","Xcaliber","431019","Keep telling yourself that.. It won't become any more real but if it keeps you busy And makes you feel good oh well....","gansao","431040","So it was too complex for you.....","most-id-supporters-not-creationists","06:25 PM","creation-intelligent-design-vs-evolution","8"
"05-29-2011",3,"15012","81","gansao","431040","So it was too complex for you.....","Xcaliber","431048","Like I said, if it makes you feel better.. lmao.. Again your frustration is amusing.","most-id-supporters-not-creationists","07:34 PM","creation-intelligent-design-vs-evolution","19"
"05-29-2011",3,"15012","83","Xcaliber","431048","Like I said, if it makes you feel better.. lmao.. Again your frustration is amusing.","gansao","431050","Is that all you got?lol","most-id-supporters-not-creationists","07:37 PM","creation-intelligent-design-vs-evolution","7"
"05-29-2011",3,"15012","84","gansao","431050","Is that all you got?lol","Xcaliber","431053","What more do you need?.. I've shown you the ignorance of your argument, you refuse to see the truth.. and you are clearly confused as to your own position.. No sense making you look any more ignorant.","most-id-supporters-not-creationists","07:39 PM","creation-intelligent-design-vs-evolution","43"
"05-29-2011",3,"15012","88","Xcaliber","431053","What more do you need?.. I've shown you the ignorance of your argument, you refuse to see the truth.. and you are clearly confused as to your own position.. No sense making you look any more ignorant.","gansao","431057","Like I said, is that all you got","most-id-supporters-not-creationists","07:43 PM","creation-intelligent-design-vs-evolution","9"
"05-29-2011",4,"15012","72","gansao","430985","My assertion is not that they could be involved with intelligent design.creationism you imbecile. My assertion is that intelligent design could be accommodated withinn Buddism by karma and samsara...way way way over your head lol Yes I am frusterated..I dont suffer fools like you gladly . The trouble is that there are more XXXXXX like you than cockroaches There is no ID theory that can be made, it is a theological assumption not a scientific one.","Xcaliber","431026","And you call me the Imbecile... I point you to your own words idiot... Found here in case you have trouble remembering.. http://www.4forums.com/political/cre...tml#post419187 So if ID is a theological assumption , (which btw I have maintained throughout this discussion) , then how could it be involved in a non-theological religion?.. As your buddy EZ would say... Busted...","most-id-supporters-not-creationists","01:39 PM","creation-intelligent-design-vs-evolution","66"
"05-29-2011",4,"15012","76","Xcaliber","431026","And you call me the Imbecile... I point you to your own words idiot... Found here in case you have trouble remembering.. http://www.4forums.com/political/cre...tml#post419187 So if ID is a theological assumption , (which btw I have maintained throughout this discussion) , then how could it be involved in a non-theological religion?.. As your buddy EZ would say... Busted...","gansao","431039","It still does not mean it is creationism Einstein. Buddhism is a religion and its teaching can be seen as theological( I take the view of Jose Ignacio Cabezon). Buddhism does not recognise a creator god but its teachings would accomodate ID. Your basic premise is that ID is creationist .I have refuted this and basically eaten your lunch so you are trying as hard as your little brain allows to try to nail me. It would not matter if Buddhism was not a theology or even a religion..it would still accomodate ID if it were considered a philosophy therefore the notion of ID is not exclusively creationist. Yes I do call you an imbecile and you have done nothing so far to make me doubt it You have a vey unhealthy obsession about EZ is it because he makes you feel ashamed because you are gay?","most-id-supporters-not-creationists","06:22 PM","creation-intelligent-design-vs-evolution","158"
"05-29-2011",4,"15012","79","gansao","431039","It still does not mean it is creationism Einstein. Buddhism is a religion and its teaching can be seen as theological( I take the view of Jose Ignacio Cabezon). Buddhism does not recognise a creator god but its teachings would accomodate ID. Your basic premise is that ID is creationist .I have refuted this and basically eaten your lunch so you are trying as hard as your little brain allows to try to nail me. It would not matter if Buddhism was not a theology or even a religion..it would still accomodate ID if it were considered a philosophy therefore the notion of ID is not exclusively creationist. Yes I do call you an imbecile and you have done nothing so far to make me doubt it You have a vey unhealthy obsession about EZ is it because he makes you feel ashamed because you are gay?","Xcaliber","431046","ID is creationism and you haven't refuted anything. You're obviously confused .. And your frustration is showing again...","most-id-supporters-not-creationists","07:29 PM","creation-intelligent-design-vs-evolution","20"
"05-29-2011",4,"15012","82","Xcaliber","431046","ID is creationism and you haven't refuted anything. You're obviously confused .. And your frustration is showing again...","gansao","431049","You obviously havent got the brains to understand my point. I tried to explain it to my dog and he didnt understand either. Maybe you just got mad because I outed you....","most-id-supporters-not-creationists","07:36 PM","creation-intelligent-design-vs-evolution","35"
"05-29-2011",4,"15012","85","gansao","431049","You obviously havent got the brains to understand my point. I tried to explain it to my dog and he didnt understand either. Maybe you just got mad because I outed you....","Xcaliber","431054","ROFLMAO.. it appears you are the one who is frustrated.. people usually get that way when they are proven to be stupid.","most-id-supporters-not-creationists","07:40 PM","creation-intelligent-design-vs-evolution","25"
"05-29-2011",4,"15012","87","Xcaliber","431054","ROFLMAO.. it appears you are the one who is frustrated.. people usually get that way when they are proven to be stupid.","gansao","431056","You must feel like that lot lol","most-id-supporters-not-creationists","07:42 PM","creation-intelligent-design-vs-evolution","7"
"05-29-2011",4,"15012","90","gansao","431056","You must feel like that lot lol","Xcaliber","431060","No actually I never get that feeling.. Tell me what it feels like in case it ever happens to me.. I'm sure you're used to it by now..","most-id-supporters-not-creationists","07:47 PM","creation-intelligent-design-vs-evolution","31"
"05-29-2011",4,"15012","91","Xcaliber","431060","No actually I never get that feeling.. Tell me what it feels like in case it ever happens to me.. I'm sure you're used to it by now..","gansao","431062","You must be even stupider than I thought then. No wonder they threw you out of the forces","most-id-supporters-not-creationists","07:48 PM","creation-intelligent-design-vs-evolution","19"
"05-29-2011",4,"15012","92","gansao","431062","You must be even stupider than I thought then. No wonder they threw you out of the forces","Xcaliber","431064","Oh come on EZ JR. you can do better than that.","most-id-supporters-not-creationists","07:53 PM","creation-intelligent-design-vs-evolution","12"
"05-29-2011",4,"15012","93","Xcaliber","431064","Oh come on EZ JR. you can do better than that.","gansao","431066","But you are stupider than I thought and I am assuming that a tool like you would get thrown out of the armed forces..quite reasonable. You really must control your obsession with EZ..does he make feel ashamed that youre gay?","most-id-supporters-not-creationists","07:58 PM","creation-intelligent-design-vs-evolution","46"
"05-29-2011",4,"15012","94","gansao","431066","But you are stupider than I thought and I am assuming that a tool like you would get thrown out of the armed forces..quite reasonable. You really must control your obsession with EZ..does he make feel ashamed that youre gay?","Xcaliber","431071","ROFLMAO.. just for the record... Not Gay..Never been thrown out of the Service.. Am Way smarter than you can ever hope to be.. And unlike you I don't change my position from one minute to the next... Just like many I have known over the years you have realized that you have been proven wrong and instead of being a man and just admitting it you resort to name calling and assumptions about someone you don't know... Pathetic to say the least.. And You should also maybe take some English lessons, the word "" Stupider"" makes you look even more stupid when you write it.","most-id-supporters-not-creationists","08:07 PM","creation-intelligent-design-vs-evolution","117"
"05-29-2011",4,"15012","95","Xcaliber","431071","ROFLMAO.. just for the record... Not Gay..Never been thrown out of the Service.. Am Way smarter than you can ever hope to be.. And unlike you I don't change my position from one minute to the next... Just like many I have known over the years you have realized that you have been proven wrong and instead of being a man and just admitting it you resort to name calling and assumptions about someone you don't know... Pathetic to say the least.. And You should also maybe take some English lessons, the word "" Stupider"" makes you look even more stupid when you write it.","gansao","431073","You tend to just repeat quite a lot of what I post against you. Liar,coward, stupid, bitter , delusional and gay..bet you would of made general.lol Where is the evidence for me defending ID?","most-id-supporters-not-creationists","08:12 PM","creation-intelligent-design-vs-evolution","44"
"05-29-2011",4,"15012","96","gansao","431073","You tend to just repeat quite a lot of what I post against you. Liar,coward, stupid, bitter , delusional and gay..bet you would of made general.lol Where is the evidence for me defending ID?","Xcaliber","431075","I told you it's in the other thread where you keep posting ignorance... Find it yourself, I don't have time nor am I concerned with XXXXXX.","most-id-supporters-not-creationists","08:24 PM","creation-intelligent-design-vs-evolution","29"
"05-29-2011",4,"15012","97","Xcaliber","431075","I told you it's in the other thread where you keep posting ignorance... Find it yourself, I don't have time nor am I concerned with XXXXXX.","gansao","431077","You made the claim, you prove it. You cant though can you and you genitals are far too tiny to admit you are wrong. You would be really concerned if you COULD find it....what a jerk","most-id-supporters-not-creationists","08:28 PM","creation-intelligent-design-vs-evolution","41"
